GIS건물통합식별번호,고유번호,법정동코드,법정동명,특수지구분코드,특수지구분명,지번,건물식별번호,집합건물구분코드,집합건물구분,대장종류코드,대장종류,건물명,건물동명,건물주부구분코드,건물주부구분명,건물대지면적,건물건축면적,건물연면적,용적율,건폐율,건축물구조코드,건축물구조명,주요용도코드,주요용도명,세부용도코드,세부용도명,건물용도분류코드,건물용도분류명,건물높이,지상층수,지하층수,허가일자,사용승인일자,데이터기준일자
1994171629344346173900000000,2818510300106240007,2818510300,인천광역시 연수구 연수동,1,일반,624-7,4376,1,일반건축물,2,일반건축물대방,연수동 624-7 단독주택 (이월순),,0,주건축물,241,0,0,0,0,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,13.5,4,1,1994-04-27,1994-09-30,2023-09-14
1994171617264346287000000000,2818510300106240008,2818510300,인천광역시 연수구 연수동,1,일반,624-8,4377,1,일반건축물,2,일반건축물대방,,,0,주건축물,240.8,141.05,607.14,195.8,58.58,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,13.3,4,1,1994-11-03,1994-09-12,2023-09-14
1996171605834346387600000000,2818510300106240009,2818510300,인천광역시 연수구 연수동,1,일반,624-9,4378,1,일반건축물,2,일반건축물대방,,,0,주건축물,240.9,122.88,476.575,179.41,51.01,21,철근콘크리트구조,04000,제2종근린생활시설,04402,사무소,2,상업용,14.2,4,1,1994-10-17,1996-07-24,2023-09-14
1994171592074346502100000000,2818510300106240010,2818510300,인천광역시 연수구 연수동,1,일반,624-10,4379,1,일반건축물,2,일반건축물대방,,,0,주건축물,240.7,140.58,619.68,217.99,58.4,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,15.7,4,1,1994-03-16,1994-09-30,2023-09-14
1995171579664346611200000000,2818510300106240011,2818510300,인천광역시 연수구 연수동,1,일반,624-11,4380,1,일반건축물,2,일반건축물대방,,,0,주건축물,242.5,145.05,613.29,234.08,59.81,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,14.3,4,1,1994-07-26,1995-01-10,2023-09-14
1995171559224346382800000000,2818510300106250000,2818510300,인천광역시 연수구 연수동,1,일반,625,4381,1,일반건축물,2,일반건축물대방,,,0,주건축물,216.5,116.82,475.99,190.98,53.96,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,13.5,4,1,1994-07-06,1995-03-27,2023-09-14
1995171569534346292700000000,2818510300106250001,2818510300,인천광역시 연수구 연수동,1,일반,625-1,4382,1,일반건축물,2,일반건축물대방,,,0,주건축물,213.9,124.8,475.24,206.02,58.35,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,13.8,4,1,1994-08-31,1995-02-13,2023-09-14
1994171580414346199300000000,2818510300106250002,2818510300,인천광역시 연수구 연수동,1,일반,625-2,4383,1,일반건축물,2,일반건축물대방,,,0,주건축물,214,127.71,400.24,163.77,59.68,21,철근콘크리트구조,01000,단독주택,01000,단독주택,2,상업용,10.1,3,1,1993-06-16,1994-04-06,2023-09-14
1996171590144346097400000000,2818510300106250003,2818510300,인천광역시 연수구 연수동,1,일반,625-3,4384,1,일반건축물,2,일반건축물대방,,,0,주건축물,214,127.08,505.64,212.94,59.38,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,16.95,4,1,1995-02-28,1996-04-06,2023-09-14
1994171601984346015400000000,2818510300106250004,2818510300,인천광역시 연수구 연수동,1,일반,625-4,4385,1,일반건축물,2,일반건축물대방,,,0,주건축물,214.1,124.89,466.45,203.33,58.33,21,철근콘크리트구조,04000,제2종근린생활시설,04402,사무소,2,상업용,13.25,4,1,1994-03-07,1994-08-08,2023-09-14
1994171612024345906100000000,2818510300106250005,2818510300,인천광역시 연수구 연수동,1,일반,625-5,4386,1,일반건축물,2,일반건축물대방,,,0,주건축물,214,128.2,464.4,175.09,59.91,11,벽돌구조,01000,단독주택,01000,단독주택,2,상업용,9.3,3,1,1993-08-13,1994-04-11,2023-09-14
1994171623344345824800000000,2818510300106250006,2818510300,인천광역시 연수구 연수동,1,일반,625-6,4387,1,일반건축물,2,일반건축물대방,,,0,주건축물,214,124.47,492.06,209.34,58.16,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,15.8,4,1,1993-09-07,1994-11-30,2023-09-14
