측정일자,권역명,측정소명,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
20231113,도심권,중구,21,16,0.021,0.0135,0.39,0.0028
20231113,도심권,종로구,23,15,0.0263,0.0115,0.41,0.0028
20231113,도심권,용산구,26,14,0.0233,0.0135,0.45,0.0024
20231113,서북권,은평구,26,14,0.0211,0.0137,0.32,0.0033
20231113,서북권,서대문구,22,15,0.0246,0.0134,0.31,0.0022
20231113,서북권,마포구,27,17,0.0171,0.0201,0.44,0.0022
20231113,동북권,광진구,23,13,0.0212,0.0205,0.53,0.0019
20231113,동북권,성동구,24,14,0.0194,0.0127,0.31,0.0018
20231113,동북권,중랑구,24,16,0.0169,0.0204,0.43,0.0023
20231113,동북권,동대문구,25,13,0.025,0.0133,0.45,0.0028
20231113,동북권,성북구,23,13,0.0208,0.0166,0.39,0.0024
20231113,동북권,도봉구,27,14,0.0275,0.0118,0.34,0.0023
20231113,동북권,강북구,24,16,0.0253,0.0117,0.43,0.0021
20231113,동북권,노원구,28,16,0.0172,0.0211,0.45,0.0027
20231113,서남권,강서구,27,12,0.0219,0.0154,0.41,0.0027
20231113,서남권,구로구,24,12,0.0181,0.0127,0.31,0.003
20231113,서남권,영등포구,24,16,0.0196,0.0184,0.42,0.0025
20231113,서남권,동작구,26,15,0.0235,0.0167,0.36,0.0023
20231113,서남권,관악구,27,14,0.022,0.0171,0.42,0.0024
20231113,서남권,금천구,24,15,0.0218,0.0177,0.44,0.0024
20231113,서남권,양천구,27,14,0.0209,0.0194,0.44,0.0028
20231113,동남권,강남구,24,14,0.0246,0.0142,0.36,0.0029
20231113,동남권,서초구,33,21,0.0206,0.012,0.34,0.0019
20231113,동남권,송파구,27,16,0.0248,0.0166,0.43,0.0024
20231113,동남권,강동구,26,12,0.0153,0.0237,0.56,0.0035
20231112,도심권,중구,16,11,0.0286,0.0087,0.34,0.0027
20231112,도심권,종로구,18,12,0.0327,0.0083,0.38,0.0027
20231112,도심권,용산구,20,11,0.0291,0.0098,0.4,0.0023
20231112,서북권,은평구,19,10,0.0279,0.0096,0.26,0.0031
20231112,서북권,서대문구,18,12,0.0309,0.0094,0.28,0.0024
20231112,서북권,마포구,20,12,0.0283,0.0128,0.37,0.0022
20231112,동북권,광진구,18,10,0.0316,0.0106,0.41,0.0017
20231112,동북권,성동구,18,11,0.0286,0.0069,0.27,0.0017
20231112,동북권,중랑구,18,12,0.0276,0.011,0.34,0.0023
20231112,동북권,동대문구,20,10,0.0325,0.0083,0.38,0.0026
20231112,동북권,성북구,18,9,0.0301,0.0075,0.29,0.0021
20231112,동북권,도봉구,18,11,0.0358,0.006,0.23,0.0021
20231112,동북권,강북구,19,12,0.0342,0.0065,0.37,0.0021
20231112,동북권,노원구,21,13,0.0296,0.0096,0.35,0.0026
20231112,서남권,강서구,19,8,0.0297,0.0108,0.36,0.0024
20231112,서남권,구로구,16,7,0.025,0.0084,0.27,0.0026
20231112,서남권,영등포구,17,10,0.0313,0.01,0.36,0.0023
20231112,서남권,동작구,19,11,0.0325,0.011,0.3,0.0022
20231112,서남권,관악구,21,11,0.0309,0.0113,0.38,0.0021
20231112,서남권,금천구,19,10,0.0282,0.0136,0.41,0.0021
20231112,서남권,양천구,20,10,0.0294,0.0138,0.38,0.0025
20231112,동남권,강남구,18,11,0.0322,0.009,0.31,0.0029
20231112,동남권,서초구,21,15,0.0285,0.0068,0.27,0.0018
20231112,동남권,송파구,21,12,0.033,0.011,0.37,0.0023
20231112,동남권,강동구,17,6,0.0287,0.0104,0.44,0.0032
20231111,도심권,중구,15,10,0.0192,0.0151,0.35,0.0029
20231111,도심권,종로구,18,11,0.0252,0.013,0.38,0.0028
20231111,도심권,용산구,22,11,0.0212,0.0162,0.41,0.0024
20231111,서북권,은평구,18,9,0.0228,0.0122,0.27,0.0031
20231111,서북권,서대문구,17,11,0.0239,0.0134,0.35,0.0026
20231111,서북권,마포구,20,11,0.0208,0.0169,0.38,0.0024
20231111,동북권,광진구,19,9,0.0238,0.0162,0.39,0.0019
20231111,동북권,성동구,19,10,0.0212,0.0126,0.29,0.0021
20231111,동북권,중랑구,17,12,0.0207,0.0152,0.35,0.0024
20231111,동북권,동대문구,19,9,0.0245,0.0139,0.39,0.0026
20231111,동북권,성북구,16,7,0.0231,0.0115,0.3,0.002
20231111,동북권,도봉구,17,9,0.0301,0.0085,0.19,0.0021
20231111,동북권,강북구,17,9,0.0293,0.0077,0.35,0.0021
20231111,동북권,노원구,21,12,0.0251,0.0106,0.35,0.0026
20231111,서남권,강서구,20,9,0.0245,0.0136,0.36,0.0026
20231111,서남권,구로구,18,9,0.0198,0.0112,0.27,0.0027
20231111,서남권,영등포구,18,11,0.0232,0.0154,0.38,0.0024
20231111,서남권,동작구,20,11,0.0236,0.0171,0.32,0.0024
20231111,서남권,관악구,22,11,0.0228,0.0171,0.39,0.0023
20231111,서남권,금천구,19,10,0.0206,0.0186,0.4,0.0023
20231111,서남권,양천구,20,11,0.0236,0.0166,0.38,0.0027
20231111,동남권,강남구,18,10,0.024,0.0153,0.34,0.003
20231111,동남권,서초구,24,14,0.0184,0.0155,0.3,0.0019
20231111,동남권,송파구,21,12,0.0243,0.0172,0.39,0.0024
20231111,동남권,강동구,20,7,0.0211,0.0157,0.43,0.0031
20231110,도심권,중구,13,9,0.0272,0.0089,0.32,0.0027
20231110,도심권,종로구,17,11,0.0294,0.0094,0.36,0.0029
20231110,도심권,용산구,17,9,0.0272,0.0098,0.37,0.0023
20231110,서북권,은평구,15,7,0.0265,0.0094,0.31,0.0028
20231110,서북권,서대문구,15,10,0.0298,0.0087,0.29,0.0017
20231110,서북권,마포구,18,10,0.0265,0.0122,0.35,0.0024
20231110,동북권,광진구,17,9,0.0282,0.0126,0.36,0.0021
20231110,동북권,성동구,16,9,0.0236,0.0111,0.28,0.0021
20231110,동북권,중랑구,16,10,0.0261,0.0101,0.32,0.0022
20231110,동북권,동대문구,16,8,0.029,0.0098,0.38,0.0027
20231110,동북권,성북구,14,7,0.0269,0.0104,0.3,0.0023
20231110,동북권,도봉구,15,8,0.0353,0.0052,0.14,0.0023
20231110,동북권,강북구,15,9,0.0347,0.0049,0.32,0.0021
20231110,동북권,노원구,18,11,0.0293,0.0083,0.33,0.0024
20231110,서남권,강서구,17,7,0.0294,0.0097,0.33,0.0023
20231110,서남권,구로구,13,7,0.0239,0.0078,0.25,0.0024
20231110,서남권,영등포구,16,9,0.0286,0.0111,0.35,0.0023
20231110,서남권,동작구,18,10,0.03,0.0111,0.29,0.0023
20231110,서남권,관악구,19,9,0.0292,0.0111,0.35,0.0024
20231110,서남권,금천구,16,9,0.0269,0.0134,0.4,0.0022
20231110,서남권,양천구,17,9,0.0288,0.0122,0.34,0.0026
20231110,동남권,강남구,17,10,0.0285,0.0115,0.31,0.0029
20231110,동남권,서초구,21,10,0.0249,0.0089,0.28,0.002
20231110,동남권,송파구,20,11,0.0277,0.0145,0.37,0.0023
20231110,동남권,강동구,15,6,0.0281,0.0099,0.37,0.0026
20231109,도심권,중구,25,17,0.0125,0.0377,0.64,0.0035
20231109,도심권,종로구,28,16,0.0142,0.0351,0.7,0.0043
20231109,도심권,용산구,27,16,0.014,0.0351,0.61,0.0033
20231109,서북권,은평구,25,13,0.0175,0.0287,0.61,0.0029
20231109,서북권,서대문구,28,19,0.0152,0.034,0.68,0.0027
20231109,서북권,마포구,29,16,0.0147,0.0358,0.66,0.003
20231109,동북권,광진구,26,13,0.0179,0.0329,0.56,0.0025
20231109,동북권,성동구,30,16,0.0152,0.0264,0.48,0.0029
20231109,동북권,중랑구,24,15,0.015,0.0315,0.49,0.0026
20231109,동북권,동대문구,30,16,0.015,0.0367,0.67,0.0035
20231109,동북권,성북구,31,16,0.0129,0.036,0.62,0.003
20231109,동북권,도봉구,31,18,0.016,0.0323,0.55,0.0026
20231109,동북권,강북구,26,15,0.0178,0.0284,0.52,0.0025
20231109,동북권,노원구,28,16,0.0128,0.0333,0.63,0.0032
20231109,서남권,강서구,31,15,0.0176,0.0328,0.68,0.0034
20231109,서남권,구로구,32,18,0.0206,0.024,0.49,0.0026
20231109,서남권,영등포구,29,18,0.0153,0.0343,0.68,0.0031
20231109,서남권,동작구,28,16,0.02,0.0331,0.55,0.0029
20231109,서남권,관악구,31,16,0.0186,0.0331,0.66,0.0031
20231109,서남권,금천구,29,15,0.0212,0.0326,0.57,0.003
20231109,서남권,양천구,32,16,0.017,0.0374,0.68,0.0034
20231109,동남권,강남구,26,15,0.0125,0.033,0.47,0.0034
20231109,동남권,서초구,43,21,0.0129,0.0305,0.52,0.0022
20231109,동남권,송파구,29,15,0.02,0.0309,0.55,0.0029
20231109,동남권,강동구,29,13,0.0158,0.0313,0.54,0.0028
20231108,도심권,중구,19,12,0.011,0.0349,0.54,0.0028
20231108,도심권,종로구,23,12,0.0116,0.033,0.61,0.0032
20231108,도심권,용산구,27,12,0.0075,0.0384,0.61,0.003
20231108,서북권,은평구,16,8,0.0155,0.0247,0.56,0.0027
20231108,서북권,서대문구,18,10,0.0172,0.0257,0.55,0.0028
20231108,서북권,마포구,25,12,0.0121,0.0351,0.59,0.0025
20231108,동북권,광진구,22,9,0.0152,0.0311,0.48,0.0023
20231108,동북권,성동구,26,12,0.0094,0.0303,0.44,0.0023
20231108,동북권,중랑구,18,10,0.0162,0.025,0.38,0.0021
20231108,동북권,동대문구,25,11,0.0109,0.0355,0.6,0.0029
20231108,동북권,성북구,23,12,0.0085,0.0421,0.48,0.0027
20231108,동북권,도봉구,17,9,0.0159,0.0252,0.38,0.0022
20231108,동북권,강북구,15,7,0.0182,0.0198,0.43,0.002
20231108,동북권,노원구,22,11,0.012,0.0288,0.51,0.0027
20231108,서남권,강서구,24,10,0.0113,0.0337,0.57,0.0027
20231108,서남권,구로구,24,10,0.0099,0.0268,0.39,0.0024
20231108,서남권,영등포구,24,14,0.0095,0.0374,0.57,0.0025
20231108,서남권,동작구,23,11,0.0088,0.0376,0.47,0.0024
20231108,서남권,관악구,28,13,0.0085,0.0376,0.59,0.0026
20231108,서남권,금천구,22,10,0.009,0.0383,0.54,0.0024
20231108,서남권,양천구,24,10,0.0098,0.0409,0.58,0.0028
20231108,동남권,강남구,23,11,0.0115,0.0334,0.44,0.0033
20231108,동남권,서초구,29,15,0.0063,0.0338,0.46,0.002
20231108,동남권,송파구,26,12,0.0097,0.035,0.51,0.0024
20231108,동남권,강동구,23,7,0.0111,0.0307,0.45,0.0026
20231107,도심권,중구,16,7,0.0305,0.0115,0.3,0.0024
20231107,도심권,종로구,20,8,0.0311,0.0115,0.34,0.0025
20231107,도심권,용산구,22,9,0.0292,0.0125,0.34,0.0026
20231107,서북권,은평구,19,9,0.0278,0.0105,0.42,0.0025
20231107,서북권,서대문구,19,8,0.0306,0.0103,0.3,0.0018
20231107,서북권,마포구,21,7,0.0312,0.0127,0.32,0.0022
20231107,동북권,광진구,20,6,0.0293,0.0139,0.21,0.0022
20231107,동북권,성동구,18,7,0.0268,0.0107,0.24,0.0017
20231107,동북권,중랑구,17,8,0.0281,0.0114,0.28,0.002
20231107,동북권,동대문구,20,7,0.0319,0.0105,0.34,0.0025
20231107,동북권,성북구,17,6,0.0295,0.0021,0.3,0.0021
20231107,동북권,도봉구,19,6,0.0364,0.0056,0.24,0.0021
20231107,동북권,강북구,17,6,0.035,0.0058,0.3,0.0018
20231107,동북권,노원구,19,7,0.0294,0.0098,0.31,0.0021
20231107,서남권,강서구,20,5,0.0288,0.0128,0.32,0.0025
20231107,서남권,구로구,19,5,0.0248,0.0101,0.23,0.0021
20231107,서남권,영등포구,18,7,0.0312,0.0126,0.32,0.0024
20231107,서남권,동작구,20,8,0.03,0.0142,0.27,0.0021
20231107,서남권,관악구,23,7,0.0298,0.0144,0.33,0.0024
20231107,서남권,금천구,20,7,0.0287,0.0169,0.36,0.0023
20231107,서남권,양천구,21,6,0.0312,0.0139,0.33,0.0026
20231107,동남권,강남구,19,7,0.0308,0.0125,0.28,0.0029
20231107,동남권,서초구,24,8,0.0253,0.0127,0.26,0.0022
20231107,동남권,송파구,22,9,0.0294,0.0165,0.34,0.0021
20231107,동남권,강동구,19,3,0.0277,0.0122,0.41,0.0023
20231106,도심권,중구,17,7,0.0309,0.0102,0.35,0.0026
20231106,도심권,종로구,18,8,0.031,0.009,0.38,0.0026
20231106,도심권,용산구,20,7,0.0295,0.0096,0.37,0.0027
20231106,서북권,은평구,21,11,0.0298,0.0078,0.64,0.0023
20231106,서북권,서대문구,18,8,0.0341,0.0069,0.45,0.0014
20231106,서북권,마포구,21,7,0.0327,0.0095,0.36,0.0023
20231106,동북권,광진구,20,6,0.0317,0.0116,0.27,0.0021
20231106,동북권,성동구,19,8,0.0275,0.0081,0.27,0.0019
20231106,동북권,중랑구,17,9,0.0268,0.0098,0.32,0.002
20231106,동북권,동대문구,21,8,0.0326,0.0087,0.39,0.0027
20231106,동북권,성북구,18,8,0.0314,0.0039,0.4,0.0017
20231106,동북권,도봉구,20,7,0.0375,0.0053,0.6,0.0023
20231106,동북권,강북구,21,8,0.0363,0.0058,0.35,0.0019
20231106,동북권,노원구,19,8,0.0314,0.0075,0.34,0.0022
20231106,서남권,강서구,22,6,0.0319,0.0087,0.35,0.0023
20231106,서남권,구로구,17,6,0.0278,0.0061,0.25,0.0019
20231106,서남권,영등포구,21,7,0.0316,0.0088,0.38,0.0023
20231106,서남권,동작구,21,8,0.0365,0.0075,0.28,0.002
20231106,서남권,관악구,23,8,0.0318,0.0091,0.36,0.0023
20231106,서남권,금천구,21,7,0.0322,0.011,0.4,0.0023
20231106,서남권,양천구,23,7,0.0328,0.0094,0.36,0.0025
20231106,동남권,강남구,19,8,0.0306,0.0095,0.31,0.0027
20231106,동남권,서초구,19,8,0.0296,0.0067,0.31,0.0026
20231106,동남권,송파구,20,7,0.0336,0.0094,0.35,0.002
20231106,동남권,강동구,16,5,0.0304,0.0092,0.59,0.002
20231105,도심권,중구,11,9,0.0244,0.0141,0.35,0.0025
20231105,도심권,종로구,11,8,0.0278,0.01,0.35,0.0026
20231105,도심권,용산구,14,9,0.0242,0.0118,0.36,0.003
20231105,서북권,은평구,14,9,0.0315,0.0059,0.6,0.0024
20231105,서북권,서대문구,10,8,0.0338,0.0056,0.41,0.0015
20231105,서북권,마포구,14,9,0.0284,0.0113,0.37,0.0022
20231105,동북권,광진구,14,8,0.0278,0.0124,0.27,0.0022
20231105,동북권,성동구,14,9,0.0247,0.0087,0.27,0.0022
20231105,동북권,중랑구,13,8,0.0256,0.0073,0.28,0.0019
20231105,동북권,동대문구,15,8,0.026,0.0114,0.37,0.0028
20231105,동북권,성북구,10,8,0.025,0.006,0.42,0.0017
20231105,동북권,도봉구,11,7,0.0272,0.0092,0.65,0.0024
20231105,동북권,강북구,14,8,0.0253,0.0075,0.38,0.0019
20231105,동북권,노원구,13,9,0.0258,0.01,0.34,0.0024
20231105,서남권,강서구,14,8,0.0261,0.0123,0.42,0.0024
20231105,서남권,구로구,9,6,0.0221,0.0089,0.27,0.0019
20231105,서남권,영등포구,15,10,0.025,0.0136,0.39,0.0023
20231105,서남권,동작구,16,10,0.0314,0.0113,0.3,0.0022
20231105,서남권,관악구,18,10,0.0259,0.0128,0.39,0.0023
20231105,서남권,금천구,19,10,0.028,0.0116,0.36,0.0022
20231105,서남권,양천구,15,9,0.0259,0.0132,0.38,0.0024
20231105,동남권,강남구,14,9,0.0233,0.0135,0.31,0.0028
20231105,동남권,서초구,12,8,0.0204,0.0133,0.33,0.0027
20231105,동남권,송파구,16,11,0.026,0.0133,0.37,0.0022
20231105,동남권,강동구,9,5,0.0252,0.0105,0.6,0.0022
20231104,도심권,중구,43,18,0.0205,0.0171,0.42,0.0027
20231104,도심권,종로구,46,18,0.024,0.0128,0.42,0.0029
20231104,도심권,용산구,54,19,0.0191,0.0165,0.45,0.003
20231104,서북권,은평구,47,24,0.0194,0.0112,0.65,0.0023
20231104,서북권,서대문구,44,19,0.0235,0.0126,0.5,0.0018
20231104,서북권,마포구,57,20,0.0193,0.0156,0.45,0.0025
20231104,동북권,광진구,40,14,0.023,0.0174,0.32,0.0021
20231104,동북권,성동구,46,18,0.0204,0.0115,0.31,0.0023
20231104,동북권,중랑구,37,18,0.0198,0.0112,0.34,0.0021
20231104,동북권,동대문구,52,19,0.0218,0.0157,0.46,0.0029
20231104,동북권,성북구,51,18,0.0208,0.0094,0.47,0.0018
20231104,동북권,도봉구,47,18,0.0265,0.0111,0.63,0.0025
20231104,동북권,강북구,50,17,0.0235,0.0086,0.4,0.0019
20231104,동북권,노원구,47,18,0.0223,0.0117,0.39,0.0025
20231104,서남권,강서구,62,17,0.018,0.0176,0.49,0.0026
20231104,서남권,구로구,56,18,0.0173,0.0124,0.32,0.002
20231104,서남권,영등포구,54,24,0.0176,0.019,0.48,0.0026
20231104,서남권,동작구,56,22,0.0246,0.0181,0.4,0.0024
20231104,서남권,관악구,61,20,0.0196,0.0187,0.46,0.0024
20231104,서남권,금천구,57,21,0.0187,0.0181,0.46,0.0022
20231104,서남권,양천구,58,20,0.0186,0.0185,0.47,0.0026
20231104,동남권,강남구,49,18,0.0201,0.0173,0.38,0.0029
20231104,동남권,서초구,56,20,0.0159,0.017,0.4,0.0027
20231104,동남권,송파구,53,21,0.0226,0.0178,0.45,0.0023
20231104,동남권,강동구,49,19,0.0203,0.0145,0.62,0.0021
20231103,도심권,중구,27,14,0.0377,0.0169,0.34,0.0029
20231103,도심권,종로구,31,15,0.0381,0.0155,0.4,0.0033
20231103,도심권,용산구,31,15,0.035,0.017,0.36,0.0032
20231103,서북권,은평구,31,18,0.0346,0.0141,0.61,0.0026
20231103,서북권,서대문구,26,14,0.0412,0.0125,0.46,0.002
20231103,서북권,마포구,28,13,0.036,0.0172,0.34,0.0027
20231103,동북권,광진구,30,14,0.0366,0.0223,0.3,0.0022
20231103,동북권,성동구,32,15,0.0346,0.014,0.28,0.0024
20231103,동북권,중랑구,27,15,0.0316,0.0155,0.32,0.0023
20231103,동북권,동대문구,35,16,0.039,0.0153,0.46,0.0032
20231103,동북권,성북구,30,15,0.0359,0.011,0.43,0.002
20231103,동북권,도봉구,29,15,0.0444,0.0121,0.62,0.0026
20231103,동북권,강북구,34,15,0.0447,0.0104,0.34,0.0022
20231103,동북권,노원구,32,16,0.0337,0.017,0.37,0.0027
20231103,서남권,강서구,29,11,0.0346,0.0153,0.33,0.0028
20231103,서남권,구로구,27,12,0.0314,0.0108,0.24,0.0022
20231103,서남권,영등포구,27,14,0.0346,0.0157,0.35,0.0026
20231103,서남권,동작구,29,14,0.0517,0.0097,0.25,0.0025
20231103,서남권,관악구,33,14,0.0398,0.013,0.35,0.0028
20231103,서남권,금천구,34,14,0.0392,0.0161,0.41,0.0026
20231103,서남권,양천구,34,14,0.0357,0.0161,0.34,0.0027
20231103,동남권,강남구,32,15,0.0373,0.0146,0.29,0.0032
20231103,동남권,서초구,39,16,0.032,0.0157,0.3,0.0028
20231103,동남권,송파구,32,15,0.0408,0.0153,0.32,0.0023
20231103,동남권,강동구,31,14,0.0356,0.0168,0.52,0.0024
20231102,도심권,중구,37,21,0.0504,0.0166,0.39,0.0032
20231102,도심권,종로구,41,21,0.0524,0.0144,0.44,0.0037
20231102,도심권,용산구,38,19,0.0486,0.0149,0.41,0.0036
20231102,서북권,은평구,43,22,0.0493,0.0127,0.6,0.0028
20231102,서북권,서대문구,37,20,0.0573,0.0129,0.49,0.0022
20231102,서북권,마포구,35,18,0.0545,0.0141,0.36,0.0031
20231102,동북권,광진구,38,17,0.0463,0.0225,0.35,0.0027
20231102,동북권,성동구,39,20,0.0443,0.0134,0.33,0.0028
20231102,동북권,중랑구,35,20,0.0419,0.0159,0.39,0.0027
20231102,동북권,동대문구,45,21,0.0537,0.0135,0.12,0.0037
20231102,동북권,성북구,43,22,0.0481,0.0124,0.47,0.0023
20231102,동북권,도봉구,39,21,0.0562,0.014,0.66,0.0028
20231102,동북권,강북구,38,20,0.0568,0.0116,0.39,0.0025
20231102,동북권,노원구,38,21,0.0447,0.0172,0.41,0.003
20231102,서남권,강서구,36,14,0.0497,0.0125,0.35,0.003
20231102,서남권,구로구,34,17,0.0433,0.009,0.26,0.0024
20231102,서남권,영등포구,34,18,0.0483,0.0141,0.37,0.003
20231102,서남권,동작구,36,19,0.0617,0.0116,0.35,0.003
20231102,서남권,관악구,39,18,0.0537,0.012,0.39,0.003
20231102,서남권,금천구,42,18,0.0503,0.0156,0.45,0.003
20231102,서남권,양천구,40,17,0.0515,0.0125,0.36,0.0029
20231102,동남권,강남구,40,19,0.0491,0.0144,0.38,0.0037
20231102,동남권,서초구,55,23,0.0408,0.0165,0.38,0.0031
20231102,동남권,송파구,39,19,0.0467,0.0172,0.39,0.0029
20231102,동남권,강동구,46,20,0.045,0.0186,0.55,0.0028
20231101,도심권,중구,42,25,0.0421,0.0205,0.42,0.003
20231101,도심권,종로구,48,25,0.0449,0.0185,0.47,0.0036
20231101,도심권,용산구,42,23,0.0439,0.0179,0.4,0.0033
20231101,서북권,은평구,51,27,0.0442,0.0155,0.61,0.0027
20231101,서북권,서대문구,43,24,0.0515,0.0156,0.52,0.0022
20231101,서북권,마포구,41,22,0.0481,0.0183,0.41,0.003
20231101,동북권,광진구,43,21,0.0401,0.0248,0.35,0.0023
20231101,동북권,성동구,43,23,0.0406,0.0152,0.34,0.0024
20231101,동북권,중랑구,40,24,0.0387,0.0178,0.38,0.0023
20231101,동북권,동대문구,53,27,0.0454,0.0182,0.11,0.0038
20231101,동북권,성북구,52,28,0.0378,0.0174,0.5,0.0021
20231101,동북권,도봉구,48,29,0.0443,0.0183,0.76,0.0026
20231101,동북권,강북구,46,25,0.0453,0.0192,0.46,0.0025
20231101,동북권,노원구,44,25,0.0377,0.0217,0.44,0.0027
20231101,서남권,강서구,42,19,0.046,0.0143,0.4,0.003
20231101,서남권,구로구,44,23,0.039,0.0117,0.29,0.0022
20231101,서남권,영등포구,38,22,0.044,0.0173,0.41,0.0029
20231101,서남권,동작구,41,23,0.0641,0.0111,0.32,0.0025
20231101,서남권,관악구,43,21,0.053,0.0126,0.39,0.0028
20231101,서남권,금천구,48,25,0.0472,0.0175,0.43,0.0026
20231101,서남권,양천구,42,20,0.0458,0.0149,0.4,0.0028
20231101,동남권,강남구,49,25,0.0433,0.0174,0.37,0.0031
20231101,동남권,서초구,59,30,0.0402,0.0152,0.37,0.0027
20231101,동남권,송파구,45,24,0.0462,0.018,0.39,0.0025
20231101,동남권,강동구,54,29,0.0412,0.0192,0.53,0.0024
20231031,도심권,중구,39,27,0.0286,0.03,0.53,0.0033
20231031,도심권,종로구,48,31,0.031,0.0296,0.6,0.0039
20231031,도심권,용산구,45,27,0.0298,0.0305,0.56,0.0042
20231031,서북권,은평구,49,27,0.0301,0.0229,0.62,0.0028
20231031,서북권,서대문구,46,32,0.0345,0.0267,0.64,0.0023
20231031,서북권,마포구,40,26,0.034,0.0296,0.54,0.0031
20231031,동북권,광진구,53,32,0.0263,0.0362,0.67,0.0026
20231031,동북권,성동구,46,28,0.0293,0.0253,0.45,0.003
20231031,동북권,중랑구,47,30,0.024,0.028,0.51,0.0028
20231031,동북권,동대문구,52,32,0.0272,0.0315,0.41,0.0038
20231031,동북권,성북구,59,35,0.0259,0.0256,0.56,0.0022
20231031,동북권,도봉구,45,31,0.0341,0.0221,0.67,0.0027
20231031,동북권,강북구,40,25,0.0328,0.0187,0.49,0.0025
20231031,동북권,노원구,43,27,0.0269,0.028,0.55,0.0031
20231031,서남권,강서구,44,24,0.031,0.0276,0.54,0.0035
20231031,서남권,구로구,51,32,0.0282,0.0201,0.37,0.0024
20231031,서남권,영등포구,40,28,0.0328,0.0305,0.54,0.0032
20231031,서남권,동작구,40,26,0.0459,0.0227,0.43,0.0031
20231031,서남권,관악구,43,23,0.0411,0.0224,0.5,0.0033
20231031,서남권,금천구,48,31,0.0324,0.0284,0.51,0.0033
20231031,서남권,양천구,46,28,0.0332,0.0284,0.51,0.0033
20231031,동남권,강남구,55,34,0.032,0.0298,0.51,0.0037
20231031,동남권,서초구,63,41,0.0273,0.0265,0.46,0.0028
20231031,동남권,송파구,52,29,0.0298,0.0335,0.55,0.0031
20231031,동남권,강동구,65,44,0.0265,0.0314,0.72,0.0029
20231030,도심권,중구,34,24,0.0274,0.0343,0.53,0.0035
20231030,도심권,종로구,39,26,0.0257,0.0352,0.62,0.0039
20231030,도심권,용산구,41,24,0.025,0.0358,0.58,0.0041
20231030,서북권,은평구,40,21,0.0273,0.0262,0.56,0.0031
20231030,서북권,서대문구,40,26,0.0313,0.0277,0.67,0.0029
20231030,서북권,마포구,40,24,0.0286,0.0356,0.57,0.0033
20231030,동북권,광진구,39,22,0.0269,0.0324,0.7,0.0026
20231030,동북권,성동구,39,23,0.0235,0.0303,0.45,0.003
20231030,동북권,중랑구,40,23,0.0274,0.0275,0.48,0.0027
20231030,동북권,동대문구,43,25,0.0268,0.0353,0.56,0.0038
20231030,동북권,성북구,46,27,0.0224,0.0285,0.54,0.0025
20231030,동북권,도봉구,40,25,0.0296,0.026,0.63,0.0029
20231030,동북권,강북구,37,23,0.0323,0.0218,0.52,0.0026
20231030,동북권,노원구,40,26,0.0223,0.0329,0.59,0.0032
20231030,서남권,강서구,42,21,0.026,0.0347,0.61,0.0039
20231030,서남권,구로구,48,28,0.0205,0.0286,0.45,0.0026
20231030,서남권,영등포구,38,26,0.0248,0.0385,0.58,0.0033
20231030,서남권,동작구,41,25,0.0336,0.0332,0.5,0.0033
20231030,서남권,관악구,47,25,0.0249,0.0392,0.64,0.0036
20231030,서남권,금천구,40,26,0.0228,0.0347,0.55,0.0032
20231030,서남권,양천구,42,24,0.0272,0.0373,0.57,0.0035
20231030,동남권,강남구,44,26,0.0226,0.0359,0.49,0.0036
20231030,동남권,서초구,56,30,0.0179,0.0357,0.52,0.003
20231030,동남권,송파구,45,26,0.0195,0.0421,0.58,0.0032
20231030,동남권,강동구,47,26,0.0207,0.0336,0.7,0.0029
20231029,도심권,중구,25,16,0.0289,0.0217,0.45,0.003
20231029,도심권,종로구,28,19,0.0285,0.022,0.5,0.0033
20231029,도심권,용산구,32,19,0.0252,0.0237,0.53,0.0035
20231029,서북권,은평구,26,14,0.0259,0.0186,0.49,0.0026
20231029,서북권,서대문구,25,14,0.0376,0.0127,0.45,0.0022
20231029,서북권,마포구,30,17,0.0307,0.0228,0.48,0.0026
20231029,동북권,광진구,26,14,0.0278,0.0218,0.59,0.0022
20231029,동북권,성동구,27,16,0.0265,0.0174,0.37,0.0025
20231029,동북권,중랑구,26,16,0.0278,0.016,0.39,0.0022
20231029,동북권,동대문구,32,19,0.0255,0.0251,0.51,0.0033
20231029,동북권,성북구,29,18,0.0207,0.0205,0.51,0.0021
20231029,동북권,도봉구,26,16,0.0281,0.019,0.54,0.0025
20231029,동북권,강북구,27,17,0.0291,0.0149,0.49,0.0022
20231029,동북권,노원구,29,20,0.0215,0.0223,0.53,0.0028
20231029,서남권,강서구,31,15,0.0288,0.0211,0.51,0.0031
20231029,서남권,구로구,27,15,0.0245,0.0155,0.34,0.0021
20231029,서남권,영등포구,28,18,0.0296,0.0229,0.49,0.0028
20231029,서남권,동작구,29,19,0.033,0.0214,0.43,0.0026
20231029,서남권,관악구,36,18,0.0267,0.0247,0.53,0.0028
20231029,서남권,금천구,29,17,0.027,0.0257,0.5,0.0026
20231029,서남권,양천구,30,17,0.0305,0.0227,0.48,0.0029
20231029,동남권,강남구,29,16,0.029,0.0191,0.39,0.003
20231029,동남권,서초구,29,16,0.0237,0.0202,0.41,0.0026
20231029,동남권,송파구,31,20,0.0234,0.0265,0.49,0.0026
