측정일자,권역명,측정소명,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
20230613,서남권,양천구,24,15,0.0527,0.014,0.39,0.0028
20230613,동남권,강남구,27,17,0.0526,0.0176,0.35,0.0031
20230613,동남권,서초구,29,15,0.0507,0.0148,0.31,0.0028
20230613,동남권,송파구,29,18,0.0549,0.0175,0.39,0.0027
20230613,동남권,강동구,26,16,0.0429,0.0142,0.36,0.0026
20230612,도심권,중구,23,17,0.0467,0.0199,0.42,0.0028
20230612,도심권,종로구,26,14,0.0516,0.0173,0.46,0.003
20230612,도심권,용산구,31,20,0.051,0.0218,0.47,0.0034
20230612,서북권,은평구,29,16,0.0415,0.014,0.57,0.0027
20230612,서북권,서대문구,28,16,0.0471,0.0169,0.48,0.0024
20230612,서북권,마포구,28,18,0.056,0.0188,0.43,0.0033
20230612,동북권,광진구,29,16,0.0438,0.019,0.41,0.0027
20230612,동북권,성동구,28,17,0.0502,0.0199,0.39,0.0029
20230612,동북권,중랑구,29,19,0.0429,0.0202,0.35,0.0024
20230612,동북권,동대문구,29,19,0.0519,0.0163,0.44,0.0032
20230612,동북권,성북구,31,18,0.0451,0.0182,0.45,0.0023
20230612,동북권,도봉구,26,16,0.0439,0.013,0.55,0.0027
20230612,동북권,강북구,29,17,0.0453,0.0112,0.4,0.0023
20230612,동북권,노원구,28,17,0.0418,0.016,0.42,0.0026
20230612,서남권,강서구,32,19,0.0524,0.0167,0.45,0.003
20230612,서남권,구로구,28,15,0.0475,0.0144,0.34,0.0028
20230612,서남권,영등포구,28,16,0.0544,0.02,0.42,0.003
20230612,서남권,동작구,25,16,0.0537,0.0163,0.35,0.0026
20230612,서남권,관악구,31,18,0.0544,0.0201,0.43,0.0031
20230612,서남권,금천구,30,18,0.0424,0.0169,0.41,0.0032
20230612,서남권,양천구,30,19,0.053,0.0175,0.44,0.003
20230612,동남권,강남구,29,19,0.0504,0.022,0.4,0.0033
20230612,동남권,서초구,28,15,0.0466,0.0239,0.36,0.0029
20230612,동남권,송파구,27,16,0.0637,0.0234,0.44,0.0026
20230612,동남권,강동구,30,18,0.035,0.0179,0.4,0.0026
20230611,도심권,중구,16,12,0.0549,0.0085,0.34,0.0022
20230611,도심권,종로구,17,10,0.0612,0.0065,0.35,0.0024
20230611,도심권,용산구,22,15,0.0601,0.0092,0.39,0.0027
20230611,서북권,은평구,18,13,0.059,0.0053,0.55,0.0024
20230611,서북권,서대문구,18,10,0.0643,0.0063,0.4,0.0019
20230611,서북권,마포구,22,13,0.0631,0.0104,0.37,0.0024
20230611,동북권,광진구,20,12,0.0576,0.0078,0.32,0.0024
20230611,동북권,성동구,20,13,0.0592,0.0078,0.3,0.0024
20230611,동북권,중랑구,20,13,0.0522,0.0108,0.3,0.002
20230611,동북권,동대문구,21,14,0.0596,0.0069,0.35,0.0027
20230611,동북권,성북구,20,11,0.0566,0.0082,0.43,0.0019
20230611,동북권,도봉구,18,13,0.0526,0.0061,0.55,0.0025
20230611,동북권,강북구,22,12,0.0548,0.005,0.34,0.002
20230611,동북권,노원구,19,12,0.0539,0.0072,0.35,0.0023
20230611,서남권,강서구,23,14,0.0592,0.008,0.44,0.0022
20230611,서남권,구로구,16,12,0.0525,0.0072,0.31,0.0022
20230611,서남권,영등포구,20,12,0.0606,0.0106,0.37,0.0023
20230611,서남권,동작구,21,1,0.0601,0.0083,0.31,0.0022
20230611,서남권,관악구,25,14,0.0587,0.0114,0.41,0.0025
20230611,서남권,금천구,25,14,0.0484,0.0089,0.38,0.0028
20230611,서남권,양천구,21,14,0.0601,0.0093,0.4,0.0024
20230611,동남권,강남구,21,15,0.0579,0.01,0.32,0.0027
20230611,동남권,서초구,18,11,0.0572,0.01,0.32,0.0026
20230611,동남권,송파구,0,0,0,0,0,0
20230611,동남권,강동구,19,12,0.0462,0.0072,0.32,0.0021
20230610,도심권,중구,29,20,0.0585,0.0177,0.43,0.0026
20230610,도심권,종로구,32,17,0.0653,0.0146,0.45,0.0033
20230610,도심권,용산구,36,24,0.0638,0.0181,0.47,0.0031
20230610,서북권,은평구,35,22,0.064,0.0106,0.59,0.0026
20230610,서북권,서대문구,32,19,0.068,0.0118,0.46,0.0024
20230610,서북권,마포구,34,21,0.0713,0.0156,0.44,0.003
20230610,동북권,광진구,33,19,0.0586,0.0167,0.38,0.0025
20230610,동북권,성동구,34,22,0.0606,0.0179,0.4,0.0026
20230610,동북권,중랑구,33,22,0.0567,0.0177,0.38,0.0023
20230610,동북권,동대문구,36,22,0.0626,0.0162,0.43,0.0032
20230610,동북권,성북구,38,21,0.0541,0.019,0.51,0.0021
20230610,동북권,도봉구,33,20,0.0537,0.0156,0.59,0.0027
20230610,동북권,강북구,34,21,0.0586,0.012,0.41,0.0022
20230610,동북권,노원구,31,20,0.0583,0.0148,0.42,0.0026
20230610,서남권,강서구,36,21,0.0676,0.0118,0.45,0.0026
20230610,서남권,구로구,32,19,0.0589,0.0109,0.34,0.0025
20230610,서남권,영등포구,34,19,0.0685,0.0167,0.43,0.0028
20230610,서남권,동작구,32,4,0.07,0.0121,0.37,0.0026
20230610,서남권,관악구,37,22,0.0717,0.0141,0.45,0.0029
20230610,서남권,금천구,34,21,0.0619,0.0124,0.44,0.0032
20230610,서남권,양천구,35,22,0.0693,0.0131,0.45,0.0029
20230610,동남권,강남구,34,22,0.0591,0.0201,0.39,0.0031
20230610,동남권,서초구,34,20,0.0642,0.0149,0.36,0.0028
20230610,동남권,송파구,38,21,0.0624,0.019,0.43,0.0025
20230610,동남권,강동구,33,20,0.0498,0.0152,0.39,0.0024
20230609,도심권,중구,20,13,0.0535,0.0169,0.38,0.0024
20230609,도심권,종로구,21,9,0.0628,0.0136,0.4,0.0028
20230609,도심권,용산구,26,16,0.0657,0.0139,0.4,0.0029
20230609,서북권,은평구,25,15,0.0603,0.0113,0.49,0.0026
20230609,서북권,서대문구,23,11,0.06,0.0132,0.38,0.0022
20230609,서북권,마포구,25,15,0.0672,0.0159,0.39,0.0028
20230609,동북권,광진구,22,10,0.0599,0.0162,0.34,0.0025
20230609,동북권,성동구,22,13,0.0619,0.0147,0.34,0.0025
20230609,동북권,중랑구,20,11,0.0572,0.0158,0.34,0.0023
20230609,동북권,동대문구,22,11,0.0602,0.0128,0.39,0.0029
20230609,동북권,성북구,22,11,0.0576,0.0169,0.44,0.002
20230609,동북권,도봉구,19,9,0.0612,0.0103,0.52,0.0027
20230609,동북권,강북구,23,10,0.0616,0.0088,0.37,0.0021
20230609,동북권,노원구,19,9,0.0556,0.0138,0.38,0.0024
20230609,서남권,강서구,26,13,0.065,0.014,0.42,0.0026
20230609,서남권,구로구,22,11,0.0567,0.0106,0.31,0.0023
20230609,서남권,영등포구,25,13,0.0651,0.0158,0.38,0.0025
20230609,서남권,동작구,24,13,0.0637,0.011,0.32,0.0023
20230609,서남권,관악구,27,15,0.0653,0.014,0.39,0.0026
20230609,서남권,금천구,27,16,0.0539,0.0136,0.38,0.0029
20230609,서남권,양천구,26,15,0.065,0.0141,0.4,0.0027
20230609,동남권,강남구,23,14,0.0614,0.0158,0.34,0.0029
20230609,동남권,서초구,25,13,0.0604,0.0157,0.31,0.0027
20230609,동남권,송파구,25,13,0.0614,0.0168,0.39,0.0023
20230609,동남권,강동구,20,10,0.0504,0.0129,0.35,0.0023
20230608,도심권,중구,17,11,0.0362,0.0155,0.4,0.0025
20230608,도심권,종로구,19,9,0.042,0.0135,0.41,0.0028
20230608,도심권,용산구,21,13,0.0435,0.0141,0.39,0.003
20230608,서북권,은평구,21,13,0.0428,0.0113,0.48,0.0026
20230608,서북권,서대문구,20,11,0.0447,0.0123,0.39,0.003
20230608,서북권,마포구,18,11,0.046,0.0134,0.36,0.0028
20230608,동북권,광진구,21,11,0.042,0.0143,0.33,0.0025
20230608,동북권,성동구,20,11,0.0405,0.0152,0.34,0.0024
20230608,동북권,중랑구,22,13,0.0382,0.0175,0.34,0.0023
20230608,동북권,동대문구,21,11,0.0426,0.0123,0.38,0.0029
20230608,동북권,성북구,25,12,0.0407,0.0145,0.42,0.0021
20230608,동북권,도봉구,21,12,0.0405,0.0108,0.53,0.0027
20230608,동북권,강북구,22,12,0.0451,0.0103,0.36,0.0022
20230608,동북권,노원구,23,13,0.0428,0.0128,0.38,0.0025
20230608,서남권,강서구,19,9,0.0469,0.011,0.37,0.0025
20230608,서남권,구로구,13,5,0.0396,0.0092,0.3,0.0023
20230608,서남권,영등포구,17,8,0.0441,0.0139,0.36,0.0026
20230608,서남권,동작구,18,10,0.0454,0.0104,0.3,0.0024
20230608,서남권,관악구,22,11,0.0452,0.0126,0.38,0.0027
20230608,서남권,금천구,19,10,0.039,0.0129,0.37,0.003
20230608,서남권,양천구,18,10,0.0454,0.0118,0.38,0.0026
20230608,동남권,강남구,20,12,0.0429,0.0151,0.33,0.0029
20230608,동남권,서초구,22,10,0.0409,0.0135,0.3,0.0026
20230608,동남권,송파구,23,11,0.0422,0.0142,0.36,0.0023
20230608,동남권,강동구,21,13,0.0351,0.0122,0.34,0.0024
20230607,도심권,중구,28,19,0.0485,0.0161,0.42,0.0024
20230607,도심권,종로구,30,15,0.0551,0.0137,0.4,0.0029
20230607,도심권,용산구,35,21,0.055,0.014,0.37,0.0027
20230607,서북권,은평구,39,24,0.054,0.0117,0.46,0.0025
20230607,서북권,서대문구,35,19,0.0587,0.0117,0.38,0.0035
20230607,서북권,마포구,28,19,0.0592,0.013,0.37,0.0027
20230607,동북권,광진구,33,18,0.0527,0.0133,0.23,0.0024
20230607,동북권,성동구,32,20,0.055,0.0137,0.35,0.0023
20230607,동북권,중랑구,34,21,0.0507,0.0158,0.31,0.0022
20230607,동북권,동대문구,35,19,0.0548,0.0128,0.38,0.0029
20230607,동북권,성북구,43,22,0.0512,0.0168,0.43,0.002
20230607,동북권,도봉구,38,22,0.0536,0.0121,0.52,0.0028
20230607,동북권,강북구,37,20,0.0581,0.013,0.38,0.0021
20230607,동북권,노원구,34,20,0.0576,0.0123,0.36,0.0024
20230607,서남권,강서구,35,17,0.0591,0.011,0.38,0.0023
20230607,서남권,구로구,30,15,0.048,0.009,0.31,0.0021
20230607,서남권,영등포구,30,17,0.0558,0.0161,0.36,0.0025
20230607,서남권,동작구,30,18,0.0582,0.0103,0.31,0.0023
20230607,서남권,관악구,34,19,0.0566,0.0135,0.4,0.0026
20230607,서남권,금천구,31,19,0.0498,0.0134,0.38,0.0029
20230607,서남권,양천구,30,18,0.0528,0.0128,0.37,0.0025
20230607,동남권,강남구,32,20,0.0544,0.0144,0.32,0.0028
20230607,동남권,서초구,38,18,0.052,0.0119,0.32,0.0026
20230607,동남권,송파구,37,21,0.0529,0.02,0.36,0.0022
20230607,동남권,강동구,36,20,0.0469,0.0109,0.31,0.0022
20230606,도심권,중구,15,9,0.055,0.009,0.28,0.0024
20230606,도심권,종로구,17,7,0.0601,0.0076,0.31,0.0027
20230606,도심권,용산구,21,13,0.0581,0.0104,0.32,0.0029
20230606,서북권,은평구,20,11,0.0542,0.0072,0.34,0.0026
20230606,서북권,서대문구,18,7,0.0564,0.0087,0.26,0.0037
20230606,서북권,마포구,18,10,0.0634,0.0101,0.29,0.0026
20230606,동북권,광진구,20,9,0.0553,0.0105,0.16,0.0026
20230606,동북권,성동구,20,12,0.058,0.0103,0.26,0.0025
20230606,동북권,중랑구,20,12,0.0541,0.0111,0.26,0.0023
20230606,동북권,동대문구,21,9,0.0599,0.0074,0.29,0.003
20230606,동북권,성북구,24,10,0.0565,0.0087,0.32,0.002
20230606,동북권,도봉구,20,10,0.0564,0.0068,0.38,0.0027
20230606,동북권,강북구,19,10,0.0594,0.0056,0.28,0.002
20230606,동북권,노원구,20,10,0.0575,0.0084,0.29,0.0024
20230606,서남권,강서구,20,9,0.0595,0.0082,0.31,0.0028
20230606,서남권,구로구,14,5,0.0489,0.0057,0.26,0.002
20230606,서남권,영등포구,18,8,0.0605,0.0094,0.28,0.0025
20230606,서남권,동작구,18,10,0.0599,0.0072,0.23,0.0024
20230606,서남권,관악구,22,11,0.0584,0.0107,0.32,0.0027
20230606,서남권,금천구,19,11,0.0489,0.0091,0.31,0.0028
20230606,서남권,양천구,19,9,0.055,0.0094,0.31,0.0027
20230606,동남권,강남구,20,12,0.0591,0.0105,0.25,0.0029
20230606,동남권,서초구,18,8,0.0548,0.0067,0.28,0.0028
20230606,동남권,송파구,21,10,0.0571,0.0119,0.3,0.0024
20230606,동남권,강동구,20,10,0.0482,0.0091,0.26,0.0023
20230605,도심권,중구,24,14,0.0474,0.0173,0.36,0.0028
20230605,도심권,종로구,29,13,0.0561,0.0142,0.39,0.0032
20230605,도심권,용산구,32,17,0.0571,0.0141,0.38,0.0033
20230605,서북권,은평구,31,17,0.0495,0.0117,0.53,0.0023
20230605,서북권,서대문구,29,13,0.0541,0.0138,0.32,0.004
20230605,서북권,마포구,28,14,0.0636,0.0131,0.35,0.0032
20230605,동북권,광진구,29,13,0.0536,0.0149,0.22,0.0029
20230605,동북권,성동구,28,15,0.0571,0.014,0.31,0.0029
20230605,동북권,중랑구,29,17,0.052,0.0161,0.33,0.0027
20230605,동북권,동대문구,33,15,0.0577,0.013,0.37,0.0035
20230605,동북권,성북구,38,16,0.0512,0.0153,0.37,0.0025
20230605,동북권,도봉구,31,15,0.0552,0.0117,0.43,0.0031
20230605,동북권,강북구,29,15,0.0578,0.01,0.35,0.0023
20230605,동북권,노원구,30,16,0.0534,0.014,0.36,0.0028
20230605,서남권,강서구,32,14,0.0571,0.012,0.36,0.003
20230605,서남권,구로구,27,11,0.0491,0.0078,0.3,0.0023
20230605,서남권,영등포구,26,13,0.06,0.0126,0.34,0.0029
20230605,서남권,동작구,26,14,0.0588,0.0107,0.29,0.0028
20230605,서남권,관악구,30,16,0.0588,0.0124,0.37,0.003
20230605,서남권,금천구,29,15,0.0508,0.0118,0.34,0.003
20230605,서남권,양천구,28,14,0.0537,0.012,0.36,0.003
20230605,동남권,강남구,29,16,0.0594,0.0133,0.3,0.0033
20230605,동남권,서초구,40,15,0.0532,0.0105,0.32,0.003
20230605,동남권,송파구,35,16,0.0545,0.0158,0.35,0.0025
20230605,동남권,강동구,29,15,0.0473,0.0128,0.31,0.0026
20230604,도심권,중구,30,17,0.0672,0.0109,0.4,0.003
20230604,도심권,종로구,34,15,0.073,0.0102,0.42,0.0033
20230604,도심권,용산구,37,20,0.0738,0.01,0.42,0.0035
20230604,서북권,은평구,41,22,0.0649,0.0096,0.66,0.0022
20230604,서북권,서대문구,38,18,0.0672,0.0119,0.35,0.0041
20230604,서북권,마포구,32,19,0.0805,0.0112,0.41,0.0035
20230604,동북권,광진구,34,16,0.0695,0.0113,0.28,0.003
20230604,동북권,성동구,35,18,0.0717,0.0108,0.37,0.0029
20230604,동북권,중랑구,36,19,0.0637,0.0121,0.36,0.0028
20230604,동북권,동대문구,38,18,0.0725,0.0095,0.41,0.0037
20230604,동북권,성북구,46,19,0.0676,0.0117,0.42,0.0027
20230604,동북권,도봉구,35,18,0.0655,0.0088,0.43,0.0032
20230604,동북권,강북구,34,18,0.0662,0.0081,0.38,0.0026
20230604,동북권,노원구,33,17,0.0643,0.0102,0.39,0.003
20230604,서남권,강서구,40,17,0.0721,0.0103,0.42,0.0033
20230604,서남권,구로구,39,16,0.0617,0.0061,0.35,0.0026
20230604,서남권,영등포구,32,16,0.0759,0.01,0.39,0.0031
20230604,서남권,동작구,31,17,0.0704,0.0084,0.33,0.003
20230604,서남권,관악구,38,19,0.0742,0.0106,0.42,0.0033
20230604,서남권,금천구,35,19,0.0636,0.0095,0.39,0.0033
20230604,서남권,양천구,35,18,0.0668,0.0051,0.42,0.0031
20230604,동남권,강남구,35,19,0.0711,0.0109,0.37,0.0036
20230604,동남권,서초구,37,18,0.0664,0.007,0.37,0.0032
20230604,동남권,송파구,37,19,0.0723,0.0092,0.38,0.0028
20230604,동남권,강동구,36,18,0.0584,0.0086,0.35,0.0029
20230603,도심권,중구,25,12,0.0444,0.0141,0.35,0.0027
20230603,도심권,종로구,29,10,0.0492,0.0124,0.38,0.003
20230603,도심권,용산구,38,15,0.048,0.0155,0.44,0.0033
20230603,서북권,은평구,31,13,0.0451,0.0094,0.58,0.0019
20230603,서북권,서대문구,29,10,0.0483,0.0115,0.3,0.0035
20230603,서북권,마포구,30,14,0.0509,0.0144,0.37,0.0032
20230603,동북권,광진구,34,12,0.0463,0.0157,0.28,0.0027
20230603,동북권,성동구,32,16,0.0476,0.0146,0.32,0.0029
20230603,동북권,중랑구,30,15,0.045,0.0133,0.31,0.0025
20230603,동북권,동대문구,33,13,0.0502,0.0111,0.36,0.0033
20230603,동북권,성북구,35,13,0.0472,0.0131,0.36,0.0023
20230603,동북권,도봉구,31,12,0.0523,0.009,0.38,0.0028
20230603,동북권,강북구,33,12,0.0526,0.007,0.32,0.0023
20230603,동북권,노원구,31,13,0.0496,0.0099,0.34,0.0026
20230603,서남권,강서구,34,12,0.0483,0.0144,0.4,0.003
20230603,서남권,구로구,33,10,0.042,0.0097,0.32,0.0024
20230603,서남권,영등포구,30,12,0.049,0.0163,0.36,0.003
20230603,서남권,동작구,30,14,0.0505,0.0118,0.31,0.0028
20230603,서남권,관악구,36,15,0.0464,0.0171,0.4,0.0032
20230603,서남권,금천구,28,13,0.0413,0.0127,0.37,0.0032
20230603,서남권,양천구,31,13,0.0452,0.0146,0.39,0.0031
20230603,동남권,강남구,32,15,0.0487,0.0166,0.33,0.0033
20230603,동남권,서초구,38,14,0.0448,0.0136,0.35,0.003
20230603,동남권,송파구,35,16,0.0457,0.0168,0.38,0.0027
20230603,동남권,강동구,32,13,0.0378,0.0128,0.33,0.0027
20230602,도심권,중구,23,14,0.0426,0.0127,0.34,0.0023
20230602,도심권,종로구,27,13,0.0459,0.0122,0.38,0.0026
20230602,도심권,용산구,33,19,0.0472,0.0144,0.39,0.0029
20230602,서북권,은평구,32,17,0.0456,0.0096,0.6,0.0017
20230602,서북권,서대문구,29,15,0.0465,0.0122,0.46,0.002
20230602,서북권,마포구,26,15,0.0494,0.0142,0.34,0.0026
20230602,동북권,광진구,31,15,0.0464,0.0141,0.32,0.0024
20230602,동북권,성동구,31,17,0.0434,0.016,0.33,0.0028
20230602,동북권,중랑구,29,17,0.0436,0.0155,0.32,0.0023
20230602,동북권,동대문구,30,16,0.0481,0.0108,0.35,0.003
20230602,동북권,성북구,34,17,0.0464,0.0116,0.37,0.0019
20230602,동북권,도봉구,30,17,0.0506,0.0075,0.44,0.0024
20230602,동북권,강북구,30,17,0.0521,0.0064,0.32,0.002
20230602,동북권,노원구,28,16,0.05,0.009,0.32,0.0024
20230602,서남권,강서구,30,14,0.0477,0.012,0.35,0.0026
20230602,서남권,구로구,28,15,0.0388,0.0106,0.31,0.002
20230602,서남권,영등포구,28,16,0.0469,0.0153,0.35,0.0026
20230602,서남권,동작구,28,17,0.0474,0.0127,0.3,0.0025
20230602,서남권,관악구,33,17,0.0446,0.016,0.38,0.0028
20230602,서남권,금천구,30,17,0.037,0.0156,0.35,0.0031
20230602,서남권,양천구,29,17,0.0441,0.0137,0.37,0.0028
20230602,동남권,강남구,31,18,0.0447,0.0166,0.33,0.003
20230602,동남권,서초구,34,18,0.0437,0.0127,0.34,0.0027
20230602,동남권,송파구,35,20,0.0441,0.0187,0.38,0.0023
20230602,동남권,강동구,31,17,0.039,0.0134,0.32,0.0024
20230601,도심권,중구,31,20,0.0472,0.0177,0.39,0.0026
20230601,도심권,종로구,34,18,0.0506,0.0171,0.44,0.003
20230601,도심권,용산구,42,25,0.0485,0.0225,0.46,0.0032
20230601,서북권,은평구,35,20,0.0496,0.0114,0.61,0.0018
20230601,서북권,서대문구,34,18,0.0498,0.0159,0.56,0.0017
20230601,서북권,마포구,36,22,0.05,0.0212,0.42,0.0036
20230601,동북권,광진구,40,22,0.0456,0.022,0.41,0.0026
20230601,동북권,성동구,40,25,0.0447,0.0248,0.41,0.0033
20230601,동북권,중랑구,35,21,0.0441,0.0204,0.39,0.0024
20230601,동북권,동대문구,38,21,0.0525,0.0161,0.41,0.0033
20230601,동북권,성북구,38,21,0.0488,0.0168,0.42,0.0021
20230601,동북권,도봉구,33,19,0.0506,0.0114,0.48,0.0025
20230601,동북권,강북구,37,22,0.052,0.009,0.36,0.0022
20230601,동북권,노원구,35,20,0.0464,0.0137,0.37,0.0026
20230601,서남권,강서구,42,21,0.0484,0.0189,0.44,0.0035
20230601,서남권,구로구,42,23,0.0379,0.0176,0.38,0.0026
20230601,서남권,영등포구,36,20,0.0409,0.0235,0.42,0.0031
20230601,서남권,동작구,37,23,0.0478,0.0185,0.38,0.0029
20230601,서남권,관악구,43,23,0.0453,0.0241,0.48,0.0034
20230601,서남권,금천구,39,24,0.0419,0.0185,0.44,0.0034
20230601,서남권,양천구,40,24,0.0436,0.0198,0.45,0.0033
20230601,동남권,강남구,40,24,0.0469,0.0251,0.42,0.0033
20230601,동남권,서초구,43,24,0.0408,0.028,0.41,0.0029
20230601,동남권,송파구,45,28,0.0419,0.0287,0.46,0.0027
20230601,동남권,강동구,46,23,0.0371,0.0202,0.4,0.0027
20230531,도심권,중구,22,12,0.0398,0.0187,0.35,0.0026
20230531,도심권,종로구,24,10,0.0455,0.0137,0.37,0.0028
20230531,도심권,용산구,28,16,0.0462,0.0156,0.37,0.003
20230531,서북권,은평구,25,13,0.0481,0.011,0.5,0.0018
20230531,서북권,서대문구,24,10,0.048,0.0128,0.47,0.0017
20230531,서북권,마포구,26,13,0.0507,0.0134,0.34,0.0029
20230531,동북권,광진구,28,12,0.0466,0.0158,0.3,0.0024
20230531,동북권,성동구,26,14,0.0464,0.0142,0.29,0.0026
20230531,동북권,중랑구,31,14,0.0454,0.014,0.29,0.0022
20230531,동북권,동대문구,32,13,0.0471,0.0127,0.34,0.0031
20230531,동북권,성북구,30,13,0.0454,0.016,0.32,0.002
20230531,동북권,도봉구,26,13,0.048,0.0113,0.39,0.0026
20230531,동북권,강북구,29,14,0.0481,0.01,0.33,0.0022
20230531,동북권,노원구,31,14,0.0519,0.0097,0.32,0.0025
20230531,서남권,강서구,26,11,0.047,0.0135,0.37,0.0029
20230531,서남권,구로구,22,10,0.0401,0.0095,0.3,0.0022
20230531,서남권,영등포구,26,10,0.0427,0.0167,0.34,0.0028
20230531,서남권,동작구,26,12,0.0484,0.0117,0.28,0.0026
20230531,서남권,관악구,32,12,0.0461,0.0148,0.36,0.0027
20230531,서남권,금천구,24,13,0.0396,0.0117,0.31,0.0028
20230531,서남권,양천구,26,13,0.0429,0.0137,0.35,0.0028
20230531,동남권,강남구,26,13,0.045,0.017,0.3,0.003
20230531,동남권,서초구,26,9,0.0446,0.0127,0.31,0.0028
20230531,동남권,송파구,29,13,0.0404,0.0232,0.35,0.0025
20230531,동남권,강동구,28,12,0.0382,0.0117,0.29,0.0025
20230530,도심권,중구,29,18,0.0264,0.0199,0.41,0.0028
20230530,도심권,종로구,32,15,0.032,0.0145,0.43,0.0029
20230530,도심권,용산구,43,27,0.0229,0.022,0.48,0.0031
20230530,서북권,은평구,31,19,0.0283,0.0088,0.72,0.0017
20230530,서북권,서대문구,30,17,0.0332,0.0126,0.59,0.0015
20230530,서북권,마포구,31,19,0.0342,0.0165,0.41,0.0029
20230530,동북권,광진구,34,16,0.0294,0.0151,0.41,0.0024
20230530,동북권,성동구,39,23,0.0291,0.0163,0.36,0.003
20230530,동북권,중랑구,35,18,0.0274,0.016,0.35,0.0023
20230530,동북권,동대문구,37,18,0.0321,0.0138,0.4,0.0031
20230530,동북권,성북구,37,20,0.0308,0.0155,0.42,0.002
20230530,동북권,도봉구,31,18,0.0257,0.0125,0.77,0.0023
20230530,동북권,강북구,36,18,0.0288,0.0087,0.36,0.0022
20230530,동북권,노원구,32,16,0.0258,0.0131,0.39,0.0026
20230530,서남권,강서구,38,19,0.0307,0.0185,0.51,0.0031
20230530,서남권,구로구,33,21,0.0273,0.0154,0.38,0.002
20230530,서남권,영등포구,45,23,0.0266,0.0259,0.46,0.0028
20230530,서남권,동작구,47,21,0.0309,0.0139,0.35,0.0026
20230530,서남권,관악구,36,17,0.0295,0.0177,0.44,0.0029
20230530,서남권,금천구,37,18,0.0231,0.0123,0.42,0.0029
20230530,서남권,양천구,39,22,0.0238,0.0184,0.48,0.0028
20230530,동남권,강남구,33,18,0.0281,0.0191,0.37,0.003
20230530,동남권,서초구,38,19,0.0281,0.0179,0.41,0.0027
20230530,동남권,송파구,38,17,0.0247,0.0193,0.39,0.0024
20230530,동남권,강동구,34,15,0.0192,0.0028,0.34,0.0025
20230529,도심권,중구,9,5,0.0199,0.0169,0.36,0.0024
20230529,도심권,종로구,10,4,0.0259,0.0119,0.38,0.0025
20230529,도심권,용산구,13,8,0.0228,0.0137,0.37,0.0028
20230529,서북권,은평구,11,5,0.0246,0.0095,0.72,0.0017
20230529,서북권,서대문구,11,3,0.0305,0.011,0.57,0.0014
20230529,서북권,마포구,13,6,0.0241,0.0162,0.39,0.0026
20230529,동북권,광진구,10,3,0.0254,0.011,0.39,0.0024
20230529,동북권,성동구,11,6,0.0212,0.0141,0.31,0.0025
20230529,동북권,중랑구,11,5,0.0206,0.0142,0.29,0.002
20230529,동북권,동대문구,12,5,0.0234,0.012,0.36,0.0028
20230529,동북권,성북구,13,6,0.0259,0.0137,0.36,0.002
20230529,동북권,도봉구,11,5,0.0236,0.0076,0.78,0.0024
20230529,동북권,강북구,14,5,0.0212,0.0075,0.33,0.0021
20230529,동북권,노원구,12,5,0.0197,0.0104,0.34,0.0023
20230529,서남권,강서구,15,6,0.029,0.0152,0.45,0.0026
20230529,서남권,구로구,7,3,0.0236,0.012,0.34,0.0019
20230529,서남권,영등포구,13,4,0.0234,0.0175,0.38,0.0024
20230529,서남권,동작구,11,5,0.0231,0.0136,0.32,0.0022
20230529,서남권,관악구,14,5,0.0198,0.0159,0.41,0.0025
20230529,서남권,금천구,17,7,0.017,0.013,0.39,0.0026
20230529,서남권,양천구,18,6,0.0169,0.0159,0.41,0.0025
20230529,동남권,강남구,11,5,0.0195,0.0147,0.31,0.0027
20230529,동남권,서초구,12,4,0.023,0.0148,0.37,0.0026
20230529,동남권,송파구,12,6,0.0194,0.0133,0.36,0.0021
20230529,동남권,강동구,15,5,0.0137,0,0.31,0.0023
20230528,도심권,중구,7,4,0.0155,0.0154,0.32,0.0024
20230528,도심권,종로구,8,3,0.0188,0.0111,0.34,0.0025
20230528,도심권,용산구,11,8,0.0169,0.0108,0.34,0.0027
20230528,서북권,은평구,8,5,0.0231,0.0081,0.6,0.0017
20230528,서북권,서대문구,7,4,0.0274,0.0086,0.53,0.0016
20230528,서북권,마포구,10,6,0.0165,0.0114,0.32,0.0022
20230528,동북권,광진구,11,4,0.0237,0.0111,0.4,0.0023
20230528,동북권,성동구,11,6,0.0175,0.012,0.27,0.0022
20230528,동북권,중랑구,10,5,0.0165,0.0144,0.29,0.0019
20230528,동북권,동대문구,11,5,0.0169,0.0106,0.32,0.0027
20230528,동북권,성북구,10,4,0.0236,0.0114,0.32,0.0019
20230528,동북권,도봉구,8,4,0.0182,0.0074,0.73,0.0026
20230528,동북권,강북구,11,5,0.0183,0.0096,0.34,0.002
20230528,동북권,노원구,8,5,0.0181,0.0095,0.33,0.0023
20230528,서남권,강서구,10,5,0.0197,0.0099,0.35,0.0021
20230528,서남권,구로구,5,3,0.0223,0.0072,0.28,0.0018
20230528,서남권,영등포구,10,3,0.0174,0.0114,0.31,0.0021
20230528,서남권,동작구,11,6,0.0212,0.009,0.26,0.0021
20230528,서남권,관악구,13,7,0.0161,0.011,0.35,0.0025
20230528,서남권,금천구,15,7,0.0218,0.0085,0.32,0.0026
